AgeGroup,Gender,Education,EmploymentStatus,TelecomCompany,ReasonForChoosing,DurationWithCompany,PlanType,MonthlyCharges,Churn,ChurnReason_NetworkCoverage,ChurnReason_CustomerService,ChurnReason_Pricing,ChurnLikelihood,MonthlyCharges_Numeric,Gender_NuUmeric,AgeGroup_Numeric
35-44,Transgender,Postgraduate,Employed part-time,Vodafone,Prefer not to say,Less than 6 months,Prepaid,GHS 51-100,Yes,TRUE,TRUE,TRUE,5,3,3,3
35-44,Prefer not to say,Undergraduate,Retired,MTN,Coverage,5 or more years,Prepaid,Less than GHS 20,No,FALSE,FALSE,FALSE,3,1,4,3
18-24,Transgender,Primary School,Self-employed,MTN,Prefer not to say,Less than 6 months,Prepaid,GHS 101-200,Yes,FALSE,TRUE,FALSE,3,4,3,1
18-24,Female,Prefer not to say,Retired,Vodafone,Coverage,3-4 years,Prepaid,GHS 20-50,No,FALSE,FALSE,TRUE,1,2,2,1
25-34,Male,Undergraduate,Student,MTN,Coverage,3-4 years,Postpaid,GHS 51-100,Yes,TRUE,FALSE,TRUE,4,3,1,2
18-24,Transgender,Primary School,Unemployed,AirtelTigo,Prefer not to say,1-2 years,Prepaid,GHS 101-200,No,FALSE,FALSE,TRUE,2,4,3,1
55-64,Prefer not to say,Postgraduate,Retired,Vodafone,Customer Service,1-2 years,Both,GHS 201-300,No,TRUE,FALSE,FALSE,5,5,4,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
18-24,Male,Prefer not to say,Retired,Glo,Customer Service,Less than 6 months,Prepaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,1,5,1,1
18-24,Male,Primary School,Retired,Vodafone,Prefer not to say,6-12 months,Prepaid,More than GHS 400,No,FALSE,TRUE,FALSE,3,7,1,1
45-54,Transgender,Undergraduate,Employed full-time,Glo,Pricing,Less than 6 months,Both,GHS 20-50,Yes,TRUE,TRUE,FALSE,4,2,3,4
35-44,Female,Primary School,Unemployed,Glo,Pricing,6-12 months,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,3,5,2,3
35-44,Prefer not to say,Prefer not to say,Retired,MTN,Pricing,6-12 months,Prepaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,5,5,4,3
55-64,Male,No Education,Self-employed,AirtelTigo,Customer Service,Less than 6 months,Prepaid,Less than GHS 20,Yes,TRUE,FALSE,TRUE,1,1,1,5
25-34,Male,Postgraduate,Employed part-time,AirtelTigo,Coverage,3-4 years,Postpaid,More than GHS 400,No,TRUE,FALSE,TRUE,3,7,1,2
45-54,Male,No Education,Student,Vodafone,Customer Service,1-2 years,Postpaid,Less than GHS 20,No,TRUE,TRUE,TRUE,5,1,1,4
45-54,Transgender,High school graduate,Student,MTN,Prefer not to say,5 or more years,Both,Less than GHS 20,No,FALSE,TRUE,TRUE,1,1,3,4
35-44,Prefer not to say,Postgraduate,Employed full-time,MTN,Pricing,6-12 months,Both,GHS 201-300,Yes,FALSE,TRUE,TRUE,2,5,4,3
45-54,Prefer not to say,Undergraduate,Self-employed,Vodafone,Pricing,6-12 months,Postpaid,GHS 51-100,Yes,TRUE,TRUE,FALSE,5,3,4,4
35-44,Transgender,Prefer not to say,Employed full-time,AirtelTigo,Pricing,6-12 months,Postpaid,GHS 101-200,No,FALSE,FALSE,FALSE,1,4,3,3
55-64,Female,Prefer not to say,Retired,MTN,Customer Service,5 or more years,Prepaid,More than GHS 400,Yes,FALSE,TRUE,FALSE,2,7,2,5
18-24,Female,Prefer not to say,Employed full-time,Vodafone,Prefer not to say,3-4 years,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,1,4,2,1
18-24,Prefer not to say,Postgraduate,Unemployed,Vodafone,Customer Service,3-4 years,Prepaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,3,4,4,1
35-44,Male,No Education,Retired,Vodafone,Pricing,Less than 6 months,Postpaid,More than GHS 400,Yes,TRUE,FALSE,TRUE,3,7,1,3
35-44,Male,Postgraduate,Employed part-time,MTN,Prefer not to say,6-12 months,Prepaid,More than GHS 400,No,TRUE,TRUE,FALSE,5,7,1,3
35-44,Male,Undergraduate,Student,Glo,Coverage,5 or more years,Both,GHS 201-300,Yes,FALSE,TRUE,TRUE,3,5,1,3
55-64,Male,Postgraduate,Student,Vodafone,Customer Service,Less than 6 months,Postpaid,Less than GHS 20,No,TRUE,TRUE,TRUE,4,1,1,5
18-24,Female,No Education,Self-employed,Glo,Pricing,5 or more years,Both,GHS 51-100,Yes,TRUE,FALSE,FALSE,5,3,2,1
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
18-24,Transgender,Prefer not to say,Unemployed,Glo,Coverage,1-2 years,Postpaid,GHS 301-400,Yes,FALSE,FALSE,TRUE,4, ,3,1
18-24,Prefer not to say,Prefer not to say,Retired,Glo,Prefer not to say,6-12 months,Prepaid,GHS 301-400,Yes,TRUE,TRUE,FALSE,1, ,4,1
35-44,Male,Primary School,Unemployed,AirtelTigo,Customer Service,5 or more years,Postpaid,More than GHS 400,No,TRUE,FALSE,FALSE,4,7,1,3
45-54,Male,Prefer not to say,Employed part-time,Vodafone,Pricing,5 or more years,Prepaid,GHS 51-100,No,FALSE,TRUE,TRUE,4,3,1,4
45-54,Male,Postgraduate,Employed part-time,MTN,Coverage,6-12 months,Both,GHS 101-200,No,TRUE,FALSE,TRUE,3,4,1,4
55-64,Male,Undergraduate,Employed full-time,Glo,Prefer not to say,5 or more years,Prepaid,GHS 101-200,No,TRUE,FALSE,TRUE,4,4,1,5
25-34,Prefer not to say,Undergraduate,Self-employed,Vodafone,Customer Service,5 or more years,Prepaid,GHS 20-50,Yes,TRUE,FALSE,TRUE,5,2,4,2
18-24,Female,Postgraduate,Employed full-time,AirtelTigo,Pricing,3-4 years,Postpaid,More than GHS 400,No,FALSE,TRUE,FALSE,3,7,2,1
18-24,Transgender,Prefer not to say,Retired,Glo,Prefer not to say,Less than 6 months,Both,GHS 201-300,No,FALSE,FALSE,FALSE,1,5,3,1
35-44,Female,Primary School,Student,MTN,Customer Service,5 or more years,Prepaid,GHS 20-50,Yes,TRUE,FALSE,FALSE,4,2,2,3
45-54,Female,Primary School,Unemployed,MTN,Pricing,Less than 6 months,Postpaid,GHS 201-300,Yes,TRUE,TRUE,FALSE,1,5,2,4
18-24,Transgender,Undergraduate,Self-employed,Glo,Customer Service,5 or more years,Prepaid,GHS 201-300,No,TRUE,TRUE,FALSE,2,5,3,1
55-64,Transgender,Postgraduate,Employed part-time,MTN,Prefer not to say,3-4 years,Postpaid,More than GHS 200,Yes,FALSE,TRUE,FALSE,4,6,3,5
55-64,Transgender,Undergraduate,Student,Vodafone,Coverage,6-12 months,Both,GHS 301-400,No,TRUE,FALSE,FALSE,1, ,3,5
25-34,Female,Undergraduate,Self-employed,Vodafone,Coverage,3-4 years,Both,Less than GHS 20,No,FALSE,FALSE,FALSE,1,1,2,2
35-44,Male,Postgraduate,Self-employed,Vodafone,Pricing,Less than 6 months,Prepaid,GHS 301-400,No,TRUE,FALSE,FALSE,1, ,1,3
18-24,Male,Undergraduate,Self-employed,Glo,Prefer not to say,1-2 years,Postpaid,GHS 201-300,Yes,FALSE,FALSE,FALSE,1,5,1,1
18-24,Transgender,High school graduate,Employed part-time,MTN,Customer Service,3-4 years,Prepaid,More than GHS 400,Yes,FALSE,FALSE,TRUE,5,7,3,1
45-54,Female,Primary School,Student,MTN,Customer Service,5 or more years,Prepaid,GHS 301-400,No,FALSE,TRUE,FALSE,1, ,2,4
45-54,Male,Primary School,Self-employed,Glo,Customer Service,5 or more years,Prepaid,GHS 101-200,No,FALSE,FALSE,FALSE,3,4,1,4
45-54,Male,Undergraduate,Student,MTN,Prefer not to say,3-4 years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,1,5,1,4
25-34,Transgender,High school graduate,Employed part-time,Glo,Prefer not to say,Less than 6 months,Postpaid,GHS 201-300,No,TRUE,TRUE,TRUE,5,5,3,2
55-64,Transgender,Primary School,Unemployed,MTN,Coverage,5 or more years,Prepaid,GHS 301-400,No,TRUE,TRUE,TRUE,2, ,3,5
35-44,Prefer not to say,Postgraduate,Employed full-time,AirtelTigo,Customer Service,6-12 months,Both,GHS 20-50,No,TRUE,TRUE,TRUE,2,2,4,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Female,Undergraduate,Self-employed,Vodafone,Pricing,3-4 years,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,3,4,2,3
55-64,Transgender,Undergraduate,Self-employed,MTN,Prefer not to say,3-4 years,Postpaid,GHS 101-200,No,TRUE,TRUE,TRUE,4,4,3,5
25-34,Male,Postgraduate,Employed part-time,MTN,Coverage,5 or more years,Both,GHS 101-200,Yes,FALSE,TRUE,TRUE,1,4,1,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Female,No Education,Employed part-time,Vodafone,Prefer not to say,Less than 6 months,Both,GHS 201-300,Yes,FALSE,FALSE,TRUE,2,5,2,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
25-34,Prefer not to say,High school graduate,Student,Vodafone,Prefer not to say,6-12 months,Both,More than GHS 200,No,TRUE,FALSE,FALSE,4,6,4,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
35-44,Male,Postgraduate,Self-employed,Vodafone,Pricing,Less than 6 months,Both,GHS 301-400,No,TRUE,FALSE,FALSE,4, ,1,3
35-44,Transgender,Postgraduate,Unemployed,MTN,Coverage,6-12 months,Prepaid,GHS 101-200,Yes,FALSE,TRUE,FALSE,2,4,3,3
55-64,Male,Prefer not to say,Employed part-time,MTN,Customer Service,5 or more years,Both,GHS 301-400,Yes,TRUE,TRUE,FALSE,1, ,1,5
55-64,Transgender,Primary School,Retired,Vodafone,Customer Service,3-4 years,Both,GHS 51-100,No,TRUE,TRUE,FALSE,2,3,3,5
45-54,Prefer not to say,High school graduate,Employed full-time,Vodafone,Pricing,3-4 years,Prepaid,GHS 101-200,No,TRUE,TRUE,FALSE,4,4,4,4
18-24,Transgender,Prefer not to say,Unemployed,Glo,Coverage,1-2 years,Postpaid,GHS 201-300,Yes,FALSE,FALSE,TRUE,4,5,3,1
18-24,Female,No Education,Retired,MTN,Customer Service,1-2 years,Prepaid,GHS 101-200,No,FALSE,FALSE,FALSE,4,4,2,1
35-44,Female,Postgraduate,Unemployed,Vodafone,Pricing,Less than 6 months,Postpaid,GHS 301-400,No,TRUE,FALSE,FALSE,5, ,2,3
35-44,Female,Primary School,Employed part-time,Glo,Coverage,3-4 years,Both,GHS 51-100,Yes,FALSE,TRUE,TRUE,4,3,2,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
45-54,Female,Primary School,Self-employed,MTN,Pricing,3-4 years,Postpaid,GHS 20-50,Yes,TRUE,FALSE,TRUE,3,2,2,4
25-34,Male,High school graduate,Employed part-time,Vodafone,Prefer not to say,1-2 years,Postpaid,GHS 20-50,No,TRUE,FALSE,FALSE,1,2,1,2
35-44,Female,Postgraduate,Employed full-time,Glo,Coverage,5 or more years,Both,More than GHS 400,Yes,TRUE,TRUE,FALSE,2,7,2,3
55-64,Prefer not to say,Prefer not to say,Student,MTN,Prefer not to say,3-4 years,Prepaid,GHS 20-50,Yes,FALSE,FALSE,TRUE,2,2,4,5
18-24,Transgender,High school graduate,Unemployed,Vodafone,Prefer not to say,5 or more years,Prepaid,GHS 301-400,No,FALSE,TRUE,FALSE,5, ,3,1
25-34,Female,Primary School,Unemployed,Glo,Prefer not to say,Less than 6 months,Postpaid,More than GHS 400,Yes,TRUE,FALSE,FALSE,3,7,2,2
25-34,Prefer not to say,High school graduate,Unemployed,MTN,Pricing,Less than 6 months,Both,GHS 51-100,Yes,TRUE,FALSE,FALSE,1,3,4,2
45-54,Female,Undergraduate,Student,MTN,Pricing,1-2 years,Prepaid,GHS 201-300,No,TRUE,FALSE,TRUE,5,5,2,4
35-44,Male,Postgraduate,Self-employed,Vodafone,Pricing,Less than 6 months,Prepaid,GHS 301-400,No,TRUE,FALSE,FALSE,2, ,1,3
18-24,Transgender,High school graduate,Unemployed,Vodafone,Prefer not to say,5 or more years,Both,More than GHS 200,No,FALSE,TRUE,FALSE,2,6,3,1
45-54,Male,Undergraduate,Student,Glo,Coverage,3-4 years,Prepaid,GHS 301-400,Yes,FALSE,TRUE,TRUE,1, ,1,4
55-64,Female,Prefer not to say,Employed part-time,Vodafone,Customer Service,5 or more years,Postpaid,GHS 201-300,No,TRUE,FALSE,FALSE,5,5,2,5
35-44,Female,Prefer not to say,Employed full-time,Glo,Prefer not to say,3-4 years,Postpaid,GHS 201-300,No,FALSE,TRUE,TRUE,1,5,2,3
25-34,Female,No Education,Self-employed,MTN,Pricing,6-12 months,Both,GHS 101-200,Yes,FALSE,TRUE,FALSE,1,4,2,2
35-44,Transgender,Postgraduate,Employed part-time,Vodafone,Prefer not to say,Less than 6 months,Postpaid,GHS 301-400,Yes,TRUE,TRUE,TRUE,1, ,3,3
18-24,Male,Postgraduate,Employed full-time,MTN,Customer Service,6-12 months,Both,GHS 201-300,No,TRUE,FALSE,FALSE,4,5,1,1
55-64,Male,High school graduate,Unemployed,MTN,Prefer not to say,Less than 6 months,Prepaid,GHS 20-50,No,FALSE,FALSE,TRUE,2,2,1,5
55-64,Transgender,Postgraduate,Self-employed,MTN,Prefer not to say,Less than 6 months,Prepaid,More than GHS 400,No,TRUE,FALSE,TRUE,3,7,3,5
25-34,Prefer not to say,Postgraduate,Employed part-time,MTN,Prefer not to say,6-12 months,Postpaid,GHS 20-50,No,FALSE,FALSE,TRUE,2,2,4,2
25-34,Male,Postgraduate,Employed part-time,AirtelTigo,Coverage,3-4 years,Prepaid,GHS 20-50,No,TRUE,FALSE,TRUE,3,2,1,2
45-54,Prefer not to say,Undergraduate,Self-employed,Vodafone,Pricing,6-12 months,Postpaid,GHS 101-200,Yes,TRUE,TRUE,FALSE,1,4,4,4
55-64,Prefer not to say,Undergraduate,Self-employed,MTN,Prefer not to say,1-2 years,Prepaid,GHS 101-200,No,FALSE,FALSE,TRUE,5,4,4,5
18-24,Male,Prefer not to say,Self-employed,Vodafone,Customer Service,1-2 years,Postpaid,GHS 51-100,No,FALSE,TRUE,TRUE,3,3,1,1
25-34,Female,High school graduate,Student,AirtelTigo,Customer Service,Less than 6 months,Both,GHS 51-100,No,TRUE,FALSE,FALSE,2,3,2,2
45-54,Prefer not to say,Prefer not to say,Retired,AirtelTigo,Customer Service,6-12 months,Both,GHS 101-200,No,FALSE,FALSE,FALSE,2,4,4,4
55-64,Male,No Education,Employed full-time,Vodafone,Customer Service,6-12 months,Prepaid,GHS 301-400,Yes,TRUE,FALSE,TRUE,4, ,1,5
25-34,Transgender,Prefer not to say,Unemployed,MTN,Coverage,1-2 years,Both,More than GHS 400,Yes,FALSE,FALSE,TRUE,5,7,3,2
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Male,High school graduate,Employed part-time,Vodafone,Customer Service,6-12 months,Postpaid,GHS 301-400,Yes,TRUE,TRUE,TRUE,3, ,1,5
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Female,Postgraduate,Retired,AirtelTigo,Pricing,3-4 years,Prepaid,GHS 51-100,Yes,TRUE,FALSE,TRUE,5,3,2,5
45-54,Prefer not to say,Postgraduate,Employed full-time,Glo,Coverage,3-4 years,Postpaid,GHS 51-100,No,FALSE,TRUE,FALSE,5,3,4,4
35-44,Female,No Education,Self-employed,MTN,Prefer not to say,3-4 years,Postpaid,GHS 201-300,No,FALSE,FALSE,FALSE,2,5,2,3
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
55-64,Transgender,Undergraduate,Student,Vodafone,Coverage,6-12 months,Both,More than GHS 400,No,TRUE,FALSE,FALSE,1,7,3,5
25-34,Female,Undergraduate,Retired,MTN,Coverage,1-2 years,Prepaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,5,4,2,2
55-64,Male,High school graduate,Unemployed,MTN,Coverage,1-2 years,Both,GHS 101-200,Yes,TRUE,FALSE,TRUE,3,4,1,5
45-54,Transgender,High school graduate,Self-employed,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,GHS 201-300,Yes,FALSE,TRUE,FALSE,4,5,3,4
25-34,Female,Undergraduate,Self-employed,MTN,Prefer not to say,5 or more years,Both,GHS 51-100,No,TRUE,FALSE,FALSE,3,3,2,2
55-64,Female,Postgraduate,Employed full-time,MTN,Prefer not to say,5 or more years,Both,Less than GHS 20,No,FALSE,TRUE,FALSE,1,1,2,5
55-64,Female,Primary School,Employed full-time,Vodafone,Prefer not to say,Less than 6 months,Postpaid,GHS 51-100,No,TRUE,FALSE,FALSE,1,3,2,5
35-44,Prefer not to say,No Education,Unemployed,MTN,Customer Service,1-2 years,Postpaid,GHS 101-200,Yes,FALSE,TRUE,TRUE,1,4,4,3
55-64,Transgender,High school graduate,Student,Glo,Prefer not to say,6-12 months,Both,Less than GHS 20,Yes,TRUE,TRUE,TRUE,2,1,3,5
25-34,Female,Primary School,Unemployed,Vodafone,Coverage,1-2 years,Prepaid,GHS 101-200,Yes,FALSE,FALSE,FALSE,1,4,2,2
55-64,Female,No Education,Retired,MTN,Customer Service,5 or more years,Postpaid,GHS 20-50,No,TRUE,FALSE,TRUE,2,2,2,5
25-34,Transgender,No Education,Employed part-time,MTN,Prefer not to say,6-12 months,Prepaid,GHS 101-200,Yes,TRUE,FALSE,FALSE,2,4,3,2
25-34,Prefer not to say,Primary School,Employed full-time,AirtelTigo,Pricing,3-4 years,Both,GHS 101-200,Yes,TRUE,TRUE,TRUE,2,4,4,2
18-24,Male,Postgraduate,Employed full-time,MTN,Customer Service,6-12 months,Prepaid,GHS 20-50,No,TRUE,FALSE,FALSE,4,2,1,1
35-44,Prefer not to say,High school graduate,Retired,Glo,Coverage,6-12 months,Prepaid,More than GHS 200,No,TRUE,TRUE,FALSE,5,6,4,3
18-24,Male,Prefer not to say,Retired,Glo,Customer Service,1-2 years,Postpaid,More than GHS 200,No,TRUE,TRUE,FALSE,3,6,1,1
25-34,Male,Postgraduate,Employed part-time,MTN,Coverage,5 or more years,Postpaid,GHS 201-300,Yes,FALSE,TRUE,TRUE,2,5,1,2
18-24,Prefer not to say,Primary School,Unemployed,AirtelTigo,Customer Service,Less than 6 months,Postpaid,GHS 301-400,Yes,TRUE,TRUE,FALSE,5, ,4,1
25-34,Transgender,Postgraduate,Self-employed,AirtelTigo,Prefer not to say,3-4 years,Prepaid,GHS 101-200,Yes,FALSE,TRUE,FALSE,4,4,3,2
18-24,Prefer not to say,No Education,Employed part-time,MTN,Prefer not to say,1-2 years,Both,GHS 101-200,Yes,FALSE,TRUE,FALSE,1,4,4,1
45-54,Female,Undergraduate,Student,MTN,Pricing,5 or more years,Postpaid,More than GHS 400,Yes,TRUE,FALSE,TRUE,5,7,2,4
35-44,Prefer not to say,Postgraduate,Employed part-time,MTN,Coverage,1-2 years,Both,More than GHS 400,No,FALSE,FALSE,FALSE,3,7,4,3
25-34,Female,Primary School,Employed part-time,Glo,Prefer not to say,3-4 years,Both,GHS 51-100,Yes,FALSE,TRUE,FALSE,2,3,2,2
35-44,Female,Primary School,Unemployed,MTN,Coverage,1-2 years,Prepaid,GHS 201-300,Yes,TRUE,FALSE,FALSE,5,5,2,3
25-34,Male,Undergraduate,Retired,AirtelTigo,Prefer not to say,Less than 6 months,Postpaid,More than GHS 200,Yes,FALSE,TRUE,TRUE,5,6,1,2
35-44,Transgender,Primary School,Employed part-time,MTN,Customer Service,6-12 months,Postpaid,GHS 51-100,No,TRUE,FALSE,TRUE,5,3,3,3
25-34,Prefer not to say,Prefer not to say,Retired,AirtelTigo,Customer Service,6-12 months,Postpaid,GHS 301-400,Yes,TRUE,FALSE,TRUE,3, ,4,2
25-34,Prefer not to say,Undergraduate,Employed full-time,MTN,Prefer not to say,5 or more years,Prepaid,More than GHS 400,No,FALSE,TRUE,FALSE,3,7,4,2
18-24,Male,Prefer not to say,Self-employed,AirtelTigo,Coverage,5 or more years,Prepaid,Less than GHS 20,No,TRUE,TRUE,TRUE,5,1,1,1
35-44,Transgender,Postgraduate,Student,Vodafone,Prefer not to say,1-2 years,Postpaid,GHS 101-200,Yes,TRUE,TRUE,TRUE,4,4,3,3
45-54,Prefer not to say,High school graduate,Unemployed,AirtelTigo,Customer Service,6-12 months,Prepaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,3,7,4,4
45-54,Prefer not to say,High school graduate,Employed full-time,Vodafone,Pricing,5 or more years,Postpaid,GHS 201-300,Yes,TRUE,TRUE,FALSE,5,5,4,4
18-24,Prefer not to say,Postgraduate,Unemployed,Vodafone,Customer Service,3-4 years,Both,GHS 301-400,Yes,FALSE,FALSE,TRUE,4, ,4,1
18-24,Male,Primary School,Self-employed,MTN,Coverage,1-2 years,Both,GHS 101-200,Yes,FALSE,FALSE,FALSE,5,4,1,1
45-54,Male,Postgraduate,Unemployed,Glo,Prefer not to say,3-4 years,Prepaid,GHS 101-200,Yes,FALSE,TRUE,TRUE,1,4,1,4
45-54,Transgender,Prefer not to say,Self-employed,Glo,Coverage,1-2 years,Both,GHS 201-300,Yes,FALSE,FALSE,FALSE,1,5,3,4
25-34,Prefer not to say,Prefer not to say,Student,AirtelTigo,Pricing,3-4 years,Postpaid,GHS 51-100,Yes,TRUE,FALSE,FALSE,2,3,4,2
25-34,Female,Undergraduate,Self-employed,Vodafone,Coverage,3-4 years,Prepaid,More than GHS 400,No,FALSE,FALSE,FALSE,4,7,2,2
35-44,Male,Postgraduate,Self-employed,Vodafone,Pricing,Less than 6 months,Postpaid,GHS 201-300,No,TRUE,FALSE,FALSE,5,5,1,3
18-24,Transgender,High school graduate,Student,AirtelTigo,Prefer not to say,3-4 years,Postpaid,Less than GHS 20,Yes,TRUE,FALSE,FALSE,2,1,3,1
18-24,Female,No Education,Employed part-time,AirtelTigo,Customer Service,1-2 years,Prepaid,GHS 101-200,Yes,FALSE,TRUE,FALSE,2,4,2,1
45-54,Female,Primary School,Retired,AirtelTigo,Customer Service,1-2 years,Prepaid,More than GHS 400,No,FALSE,FALSE,FALSE,5,7,2,4
18-24,Male,Undergraduate,Student,MTN,Prefer not to say,Less than 6 months,Prepaid,More than GHS 200,Yes,FALSE,TRUE,TRUE,1,6,1,1
35-44,Female,No Education,Unemployed,Vodafone,Coverage,1-2 years,Prepaid,GHS 201-300,No,TRUE,TRUE,FALSE,1,5,2,3
25-34,Male,Primary School,Self-employed,MTN,Pricing,6-12 months,Prepaid,GHS 301-400,Yes,FALSE,TRUE,FALSE,4, ,1,2
45-54,Female,Primary School,Student,AirtelTigo,Coverage,5 or more years,Postpaid,GHS 51-100,Yes,TRUE,FALSE,TRUE,2,3,2,4
35-44,Female,Prefer not to say,Employed full-time,MTN,Pricing,6-12 months,Postpaid,GHS 201-300,No,TRUE,TRUE,FALSE,1,5,2,3
25-34,Transgender,Postgraduate,Self-employed,AirtelTigo,Prefer not to say,3-4 years,Prepaid,GHS 301-400,Yes,FALSE,TRUE,FALSE,1, ,3,2
18-24,Male,High school graduate,Employed part-time,MTN,Prefer not to say,6-12 months,Both,GHS 101-200,Yes,FALSE,FALSE,FALSE,3,4,1,1
45-54,Prefer not to say,High school graduate,Unemployed,Glo,Pricing,Less than 6 months,Postpaid,GHS 51-100,Yes,TRUE,TRUE,FALSE,4,3,4,4
25-34,Transgender,Postgraduate,Self-employed,MTN,Pricing,3-4 years,Postpaid,More than GHS 400,Yes,TRUE,TRUE,FALSE,5,7,3,2
25-34,Prefer not to say,Undergraduate,Self-employed,MTN,Prefer not to say,6-12 months,Postpaid,GHS 301-400,Yes,FALSE,TRUE,TRUE,1, ,4,2
25-34,Female,Primary School,Employed part-time,MTN,Prefer not to say,5 or more years,Both,Less than GHS 20,Yes,FALSE,TRUE,TRUE,2,1,2,2
55-64,Prefer not to say,Postgraduate,Student,MTN,Customer Service,6-12 months,Postpaid,GHS 20-50,No,TRUE,FALSE,TRUE,5,2,4,5
18-24,Male,Prefer not to say,Unemployed,Glo,Prefer not to say,3-4 years,Prepaid,GHS 101-200,Yes,TRUE,TRUE,FALSE,4,4,1,1
35-44,Transgender,No Education,Employed part-time,MTN,Coverage,1-2 years,Both,More than GHS 400,No,FALSE,FALSE,TRUE,1,7,3,3
25-34,Prefer not to say,Primary School,Student,MTN,Customer Service,3-4 years,Postpaid,GHS 20-50,No,FALSE,TRUE,TRUE,4,2,4,2
55-64,Female,Postgraduate,Unemployed,Glo,Customer Service,6-12 months,Postpaid,GHS 51-100,No,FALSE,TRUE,FALSE,2,3,2,5
45-54,Transgender,Primary School,Retired,AirtelTigo,Customer Service,6-12 months,Both,More than GHS 200,No,FALSE,TRUE,FALSE,5,6,3,4
18-24,Male,High school graduate,Employed part-time,MTN,Prefer not to say,6-12 months,Postpaid,More than GHS 200,Yes,FALSE,FALSE,FALSE,4,6,1,1
55-64,Transgender,Undergraduate,Unemployed,MTN,Pricing,6-12 months,Prepaid,More than GHS 400,Yes,FALSE,FALSE,FALSE,1,7,3,5
35-44,Female,High school graduate,Student,MTN,Customer Service,5 or more years,Postpaid,GHS 101-200,Yes,FALSE,FALSE,TRUE,3,4,2,3
45-54,Male,No Education,Student,Vodafone,Customer Service,1-2 years,Both,GHS 101-200,No,TRUE,TRUE,TRUE,3,4,1,4
55-64,Prefer not to say,High school graduate,Employed full-time,MTN,Prefer not to say,3-4 years,Prepaid,GHS 20-50,Yes,FALSE,TRUE,TRUE,1,2,4,5
25-34,Female,Prefer not to say,Employed full-time,AirtelTigo,Customer Service,5 or more years,Prepaid,More than GHS 400,Yes,TRUE,TRUE,TRUE,2,7,2,2
45-54,Prefer not to say,High school graduate,Retired,Glo,Coverage,1-2 years,Both,GHS 20-50,Yes,FALSE,TRUE,TRUE,5,2,4,4
45-54,Female,Postgraduate,Retired,Glo,Pricing,6-12 months,Prepaid,GHS 101-200,No,TRUE,FALSE,FALSE,4,4,2,4
