AGE_GROUP,GENDER,EDUCATION,EMPLOYMENT_STATUS,TELECOM_COMPANY,REASON_FOR_CHOOSING,DURATION_WITH_COMPANY,PLAN _TYPE,MONTHLY_CHARGES,CHURN,CHURN_REASON_NETWORK_COVERAGE,CHURN_REASON_CUSTOMER_SERVICE,CHURN_REASON_PRICING,CHURN_LIKELIHOOD,MONTHLY_CHARGES_NUMERIC,GENDER_NUMERIC,AGE_GROUP_NUMERIC
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 301-400,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,1,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,5 or more years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
35-44,PREFER NOT TO SAY,PREFER NOT TO SAY,SELF-EMPLOYED,MTN,PREFER NOT TO SAY,3-4 years,POSTPAID,GHS 20-50,YES,TRUE,TRUE,TRUE,1,2,1,1
